"pubkey","2025-08-03","2025-08-04","2025-08-05","2025-08-06","2025-08-07","2025-08-08","2025-08-09","2025-08-10","2025-08-11","2025-08-12","2025-08-13","2025-08-14","2025-08-15","2025-08-16","2025-08-17","2025-08-18","2025-08-19","2025-08-20","2025-08-21","2025-08-22","2025-08-23","2025-08-24","2025-08-25","2025-08-26","2025-08-27","2025-08-28","2025-08-29","2025-08-30","2025-08-31","2025-09-01","2025-09-02","2025-09-03","2025-09-04","2025-09-05","2025-09-06","2025-09-07","2025-09-08","2025-09-09","2025-09-10","2025-09-11","2025-09-12","2025-09-13","2025-09-14","2025-09-15","2025-09-16","2025-09-17","2025-09-18","2025-09-19","2025-09-20","2025-09-21","2025-09-22","2025-09-23","2025-09-24","2025-09-25","2025-09-26","2025-09-27","2025-09-28","2025-09-29","2025-09-30","2025-10-01","2025-10-02","2025-10-03","2025-10-04","2025-10-05","2025-10-06","2025-10-07","2025-10-08"
"ET6sihELJYJeiQ6z3MdpSnbHWPPJ5FUFjZag1BtxVX6e",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"ETcW7iuVraMKLMJayNCCsr9bLvKrJPDczy1CMVMPmXTc",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.92,1,1,1,1,1,1,1
"EUDis6LJeJzDHTEBgfHGQyjHp63XZkGkx4E69xunC2Ej",0,0,0,0,0,0,0,0,0,0.29,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.54,0.92,1,1,1,1,1,1,1,1,1,1,1,1,0.79,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"EWARp8Syq8cTWGWHtP5LT9fKAn5GvXfSCH8LfAwpgQ6m",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"Ec2vpRp8HsTXndg25eBNJTQcQxTdEbhutivLQQLshrk",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12,1,1,1,1,1,1,1,1,1,1,1,1
"Ee8dX3qtwrDRnxYK6NGQfmMeKT3Qpp2QZHpxiAiw23W9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.33,1,1,1,1,1,1,1,0.88,1,1,1,1,1,1,1,0.67,1,1,1,1,1,0.75,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"EtoMApqP2h1vVm9XLTTp5HERNezm5btkqrdAGQ9fZRnp",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.67,1,1,1,1,1,1,1,1,1
"Ettghfhr2kQerqAyGUuifFtBX17QecRe2gwpUZTAbZuw",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12,1,1,1,1,1,1,1,1,1,1,1,1
"EvnRmnMrd69kFdbLMxWkTn1icZ7DCceRhvmb2SJXqDo4",0,0,0,0,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.96,1,0.96,1,1,1,1,1,1,1,1,1,1,0.96,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"ExCHWgfeJyKRzpfryiQn4W6aYaWhbSAEnsoUnBGNqjWD",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.96,1,1,1,1,1,0.96,0,0.38,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"Ey3DkEVbfBxfWmkTsG7Hqj7jshYf5Zx9H8462Zjjkykf",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,1,1,1,1,1,1,1,1,1,0.92,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"EydLxzdWfD434DDxZYXkTcajvK5VKH7p6CofEDCRUkJ4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0,0,0.71,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"F3dJbecT56EoP51Awv5RXtVTv498QNKWrUDu3rQ5srvY",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.46,1,0.92,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"F3tdN8SoakjEPb743VY18YyKJWYHo6rojV3nkas5YJh8",0,0,0,0,0,0,0,0,0,0,0,0.71,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"F5CRSKK34yQ1G43WnnP5vy9sj4YxthBWM4ct3wGzaB6n",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.46,1,1,1,1,1,1,0.96,1,0.92,1,1,1,1,1,1,1,1,1,1,0.92,1,1,1,1,1,1,1,1,1,1,0.92,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"FACb6bbTDRBHCK999V8ox8jga5JBnt1r3vvzmAYAMv2o",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.96,0.96,1,1,1,1,0.96,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"FFevTkywysWf8PJvH4DZkEp4v9ks9HJPJhZWbhhJiYnr",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.58,1,1,1,1,1,1,1,1,0.62,0,0,0,0,0,0,0.83,1,1,1,1,1,1,1,1,1,1,1,1,0.88,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"FJDmjm2bkR49AxtBvABQphrYwjdjB54BP4XCW7ht4E4M",0,0,0,0,0,0,0,0,0,0,0,0,0.67,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.62,1,1,1,1,1,1,0.92,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"FJN8ryNvkm3QAQufsjJmJ9eGPpK1D8hG4MawATqZfFhx",1,1,1,1,0.92,1,0.96,1,0.92,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.96,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.67
"FLVgaCPvSGFguumN9ao188izB4K4rxSWzkHneQMtkwQJ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.92,1,1,0.92,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.96,1,1,1,1
"FLWc77X8dKh5RdJe5xMFxry8kvSVUbo9G4MQ8hCAg5ve",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.75,1,1,1,0.92,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"FSVdqBzx5D4UsqBLnvmH5dFx2dCm1pTPAbQWJ1PYzTJ2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"Fd7btgySsrjuo25CJCj7oE7VPMyezDhnx7pZkj2v69Nk",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.92,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.96,1,1,0.96,1,1,1,1,1,1,0.25,1,1,1,1,1,1,1,1,1,1,1,1,1,0.96,1
"FjYEr2UCeFzNfAKiFrbhG34Zv8LxbmfHYAFhAfc7SLQL",0,0,0,0,0,0,0,0,0,0.14,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.96,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"FnRqe316RrxVBv85EzMgcuWaVLZYYuyEq9znJnSZAu55",1,1,1,1,1,1,1,1,1,0.76,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"FphFJA451qptiGyCeCN3xvrDi8cApGAnyR5vw2KxxQ1q",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,1,1,1,1,1,1,0.96,1,1,1,1,1,1,0.96,1,1,1,1,1,1,1
"Frdg1NUoQaaTmASWNTrtDrBU5PbTnWtUvtdCr1XPNn1c",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.79,1,1,1,1,1,1,1,1,1,1,1,0.92,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21,1,1
"FttTBmXi5tmGJtiRcbVLwfMnY3ngrxw8DNSWRWMrr1WS",1,1,1,1,1,0.92,0,0,0.25,1,1,1,1,1,1,1,1,0.79,0,0.33,1,1,1,1,1,1,1,1,1,1,0.71,0,0.29,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FugJZepeGfh1Ruunhep19JC4F3Hr2FL3oKUMezoK8ajp",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.96,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.96,1,1,1,0,0.33,1,1,1,1,1,1,1,1,1,1,0.96,1,1,1
"Fumin2Kx6BjkbUGMi4E7ZkRQg4KmgDv2j5xJBi98nUAD",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.29,1,1,0.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FwnWx7x99rGwLmipzz8ii15NqcHkKRo2oS1Y7j6LivgZ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,1,1,1,1,1,1
"Fx8ATrRvjMnmUCjjDaUFcyjhbLVPzZJicj32bDcraqBz",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.67,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.96,1,1,1,1,1,1,1,1,1,1,1,0.92,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"Fy7RCjDdFLG8wLn7TBKbccaKwYX1FetdSoVDREdUHf5o",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.79,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"G1eAmANVWf6ZeoxG4aMbS1APauyEDHqLxHFytzk5hZqN",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.96,1,1,1,1,1,1,1,1,1,0.96,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"G4GT8z4AKWNoy3x6nuzxW83UfFXLXzrwn7DZQt4GvWdU",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.92,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"GCQ4V2e6PPdgHM1mXgepHZvdRkWAxbiFUUpJC5Bpcncd",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.67,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"GMag1aGPi4Qi7FYNYi9HnAaktSRiWvZ6At3UWruuhEcL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.42,1,0.92,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"GQiWnDYrzHMALWG9avt5FCu1wisAQHjGY5ve7GMBiPEe",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.33,1,1,1,1,1,1,1,1,1,1,0.96,1,1,1,0.96,1,1,1
"GQqxGEmi6aMBZtcfmfmC5Jgx33X57ksvNYoo8bMH52T9",0,0,0,0,0,0,0,0,0,0.19,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.92,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"GS7tvhfiU36vp8q2d92buz3dgENidvA3bWNpRDFcvnR2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.96,1,1
"GWJyUxzcVwRRtpLuLiu1mpiUQsZ4onYFAYfCjQnuLmz5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.96,1,1,1,1,1,1,1,1,0.58,0.92,1,1,1,1,1,1,1,1
"GYx8kpp7SsRwtQEEsGQjAxb4hFMMmT91kFJuDeky3YGQ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.67,1,0.38,0,0,0,0,0,0,0,0,0,0,0,0.67,1
"GZMbBC62TfFZj7YBM11AciMSm7ejKRGjzg9ehsmjLtqz",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.96,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"Gd33fENP1XsBimff41s1EWrs2kmqfGQqEJ5CQPQB3Jwy",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.42,1,1,1,1,1,1,1,1
"Gf4rQifKzAHznUdtbFumy1MTwGX5ApgwnkxUUvEaEzWC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.67,1,0.92,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"GiGa4gzsvLHmtPdN4MXFnr5U8cRbxS2FoVkZ8xq2uus5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"GnZB2GTH8KJKqU3L4tR42a7BnKXxvgS9rerGMAszNCp",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.46,1,1,1,1,0.96,1,1,1,1,1,1,1,1,1,1,1,0.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GqDCbnafLmKkdqiqf278jDLXqjjZMB2sViZQtR82jPUf",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"GvfaiJUhNCRZGVGumsEF1eHDb8JpAeFAyHSrTifyhrbt",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.96,1,1,1,1,1,1,1,1,1,1,1,1,0.88,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"GzK6vbP3fejCMqja1veNtN3kF3s8KubDCwApnkVeyGt4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.96,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"HBhWr2MXcBjuhJAfwei8N6cK588Y7zBwmAg13RPshrk",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12,1,1,1,1,1,1,1,1,1,1,1,1
"HLXxkmjb47spcmbbKi3UCfZ2qmFY29t8MN562AEmh2Qh",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0,0
"HVXXmNKkmDZbZwj74iL2Y9Wu4SyrchBoxAfFYVAktLrG",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21,1,1,1,1,1,1,1,1,0.96,1,1,1,1,1,1,1,1
"HW4zorvt6xDwhU36RqjcWNwU8YMj9tiqnAafBKW4cqV",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.79,1,1,1,1,1
"HbQwCgDvVZF5pMdGZMdX2poPU43RyF1TxQLz6LFMqYRF",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.54,1,1,0.96,1,1,1,1,1,1,1,1,1,1,1,1
"Hhn4usDjnktbPURJHbi4YrPdKudBD5Qq35mTcaQ3Uu6",1,1,1,1,1,1,1,1,1,1,1,0.96,1,1,1,1,0.88,1,0.92,0.96,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.75,0.62,0,0,0,0,0.04
"HwN6eoEe9N3kwHi66hpQDBMFPk6ASQGthWKPX5MZmisp",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"J1xEijrZvidXX8eF9gnHprucjeMAASZ2tYkY1GXF91Tq",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.54,1,0.92,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"J2obR2DK7gnd6H88HjKzEYuMyboDWRNpbzwmGSh31nnu",0,0,0,0,0,0,0,0,0,0,0,0,0.29,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.96,1,1,1,1,1,1,1,1,1,1,0.88,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"J5AsxaHfWn6KpEcPRT9EZ9szvEMBQeHRe947UeaMPG3z",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.67,1,1,1,1,1,1,1,0.96,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.58,1,1,1,0.92,1,1,0.92,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"JD549HsbJHeEKKUrKgg4Fj2iyv2RGjsV7NTZjZUrHybB",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.46,1,1,1,1,1,1
"KTMkUG8WCw9FdH44jLMBpc1teGafnYL6SgP4fHHbsNM",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21,1,1,1,1,1,0.83,1,1,1,0.12,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"KiNGTLWCgoqLKn266xxT2Zosko3FumNv7Z4V7V9cyKQ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.33,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.96
"KoLibrJsbABbtmtFPc7nPvDxT81rc4UPM7mY9xSLjpo",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.62,1,1,1,1,1,1,1,1,1,1,1,1
"LFGGGJtnBLvq78DyMz1gTeedM6f8owck76qHThDABBC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.29,1,1,1,1,1,1,1,0.96,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"Lake8NXDThihebhxS3Js7mFnj9fthmus93zEdsFNrsL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.96,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"LiFiDJwJjW98MB8wxcnXpafKYsuz1hwpUkuszkERiX6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.92,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"LodeuWMHPiPj2PUHUyca2bkpFv9HyzR3gaDBmGJ9TSS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.92,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"Love31pnbDJNVzZZVbtV4h2ftvTPVcBpXW11BSTCa6s",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.75,0,1,1,1,0.96,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.96,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"LunaowJnt875WWoqDkhHhE93SNYHa6tfFNVn1rqc57c",0,0,0,0,0,0,0,0,0,0,0.83,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"MCFmmmXdzTKjBEoMggi8JGFJmd856uYSowuH2sCU5kx",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.46,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"MagiCBYNPD9iTBXqiFybAFCREQzG6MSM4LmFLXQZxuV",0,0,0,0,0,0,0,0,0,0,0,0,0.21,1,1,1,1,1,1,1,1,1,1,0.92,1,1,1,1,1,1,1,1,1,1,1,1,0.96,1,1,1,1,1,1,1,1,1,0.96,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"MutT1jxCXbRWJXpXoJK259gLrNfzDezdxS3BSkQAmv1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.38,1,1,1,1,1,1,1
"N43JWBg42ZoUFMkHsRUVbP7wGVdxaHKanqaF9BBNiFC",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
